Ad;2024;1;22;2;KS;M1i;P009;0;;360;855;45
Ad;2024;1;22;3;M;F3a;P009;0;;244;1000;45
Ad;2024;1;22;4;M;F3a;P009;0;;244;1055;45
Ad;2024;1;22;6;M;F3c;138;0;;267;1245;45
Ad;2024;1;22;7;M;F3c;138;0;;267;1340;45
Ad;2024;1;22;8;M;M1i;138;0;;64;1435;45
Ad;2024;1;22;9;M;M1i;138;0;;64;1530;45
Ad;2024;1;24;2;M;M3h;P109;0;;353;855;45
Ad;2024;1;24;3;M;M1i;P109;0;;64;1000;45
Ad;2024;1;24;4;M;M1i;P109;0;;64;1055;45
Ad;2024;1;24;6;M;F3a;221;0;;244;1245;45
Ad;2024;1;24;8;M;M3e;207;0;;329;1435;45
Ad;2024;1;24;9;M;M3e;207;0;;329;1530;45
Ad;2024;1;25;1;M;M3h;205;0;;353;800;45
Ad;2024;1;25;2;M;M3h;205;0;;353;855;45
Ad;2024;1;25;3;M;M3e;106;0;;329;1000;45
Ad;2024;1;25;6;M;F3c;223;0;;267;1245;45
Ad;2024;1;29;2;KS;M1i;P009;0;;360;855;45
Ad;2024;1;29;3;M;F3a;P009;0;;244;1000;45
Ad;2024;1;29;4;M;F3a;P009;0;;244;1055;45
Ad;2024;1;29;6;M;F3c;138;0;;267;1245;45
Ad;2024;1;29;7;M;F3c;138;0;;267;1340;45
Ad;2024;1;29;8;M;M1i;138;0;;64;1435;45
Ad;2024;1;29;9;M;M1i;138;0;;64;1530;45
Ad;2024;1;31;2;M;M3h;P109;0;;353;855;45
Ad;2024;1;31;3;M;M1i;P109;0;;64;1000;45
Ad;2024;1;31;4;M;M1i;P109;0;;64;1055;45
Ad;2024;1;31;6;M;F3a;221;0;;244;1245;45
Ad;2024;1;31;8;M;M3e;207;0;;329;1435;45
Ad;2024;1;31;9;M;M3e;207;0;;329;1530;45
Ad;2024;2;1;1;M;M3h;205;0;;353;800;45
Ad;2024;2;1;2;M;M3h;205;0;;353;855;45
Ad;2024;2;1;3;M;M3e;106;0;;329;1000;45
Ad;2024;2;1;6;M;F3c;223;0;;267;1245;45
Ad;2024;2;5;2;KS;M1i;P009;0;;360;855;45
Ad;2024;2;5;3;M;F3a;P009;0;;244;1000;45
Ad;2024;2;5;4;M;F3a;P009;0;;244;1055;45
Ad;2024;2;5;6;M;F3c;138;0;;267;1245;45
Ad;2024;2;5;7;M;F3c;138;0;;267;1340;45
Ad;2024;2;5;8;M;M1i;138;0;;64;1435;45
Ad;2024;2;5;9;M;M1i;138;0;;64;1530;45
Ad;2024;2;7;2;M;M3h;P109;0;;353;855;45
Ad;2024;2;7;3;M;M1i;P109;0;;64;1000;45
Ad;2024;2;7;4;M;M1i;P109;0;;64;1055;45
Ad;2024;2;7;6;M;F3a;221;0;;244;1245;45
Ad;2024;2;7;8;M;M3e;207;0;;329;1435;45
Ad;2024;2;7;9;M;M3e;207;0;;329;1530;45
Ad;2024;2;8;1;M;M3h;205;0;;353;800;45
Ad;2024;2;8;2;M;M3h;205;0;;353;855;45
Ad;2024;2;8;3;M;M3e;106;0;;329;1000;45
Ad;2024;2;8;6;M;F3c;223;0;;267;1245;45
Ad;2024;2;26;2;KS;M1i;P009;0;;360;855;45
Ad;2024;2;26;3;M;F3a;P009;0;;244;1000;45
Ad;2024;2;26;4;M;F3a;P009;0;;244;1055;45
Ad;2024;2;26;6;M;F3c;138;0;;267;1245;45
Ad;2024;2;26;7;M;F3c;138;0;;267;1340;45
Ad;2024;2;26;8;M;M1i;138;0;;64;1435;45
Ad;2024;2;26;9;M;M1i;138;0;;64;1530;45
Ad;2024;2;28;2;M;M3h;P109;0;;353;855;45
Ad;2024;2;28;3;M;M1i;P109;0;;64;1000;45
Ad;2024;2;28;4;M;M1i;P109;0;;64;1055;45
Ad;2024;2;28;6;M;F3a;221;0;;244;1245;45
Ad;2024;2;28;8;M;M3e;207;0;;329;1435;45
Ad;2024;2;28;9;M;M3e;207;0;;329;1530;45
Ad;2024;2;29;1;M;M3h;205;0;;353;800;45
Ad;2024;2;29;2;M;M3h;205;0;;353;855;45
Ad;2024;2;29;3;M;M3e;106;0;;329;1000;45
Ad;2024;2;29;6;M;F3c;223;0;;267;1245;45
Ad;2024;3;4;2;KS;M1i;P009;0;;360;855;45
Ad;2024;3;4;3;M;F3a;P009;0;;244;1000;45
Ad;2024;3;4;4;M;F3a;P009;0;;244;1055;45
Ad;2024;3;4;6;M;F3c;138;0;;267;1245;45
Ad;2024;3;4;7;M;F3c;138;0;;267;1340;45
Ad;2024;3;4;8;M;M1i;138;0;;64;1435;45
Ad;2024;3;4;9;M;M1i;138;0;;64;1530;45
Ad;2024;3;6;2;M;M3h;P109;0;;353;855;45
Ad;2024;3;6;3;M;M1i;P109;0;;64;1000;45
Ad;2024;3;6;4;M;M1i;P109;0;;64;1055;45
Ad;2024;3;6;6;M;F3a;221;0;;244;1245;45
Ad;2024;3;6;8;M;M3e;207;0;;329;1435;45
Ad;2024;3;6;9;M;M3e;207;0;;329;1530;45
Ad;2024;3;7;1;M;M3h;205;0;;353;800;45
Ad;2024;3;7;2;M;M3h;205;0;;353;855;45
Ad;2024;3;7;3;M;M3e;106;0;;329;1000;45
Ad;2024;3;7;6;M;F3c;223;0;;267;1245;45
Ad;2024;3;11;2;KS;M1i;P009;0;;360;855;45
Ad;2024;3;11;3;M;F3a;P009;0;;244;1000;45
Ad;2024;3;11;4;M;F3a;P009;0;;244;1055;45
Ad;2024;3;11;6;M;F3c;138;0;;267;1245;45
Ad;2024;3;11;7;M;F3c;138;0;;267;1340;45
Ad;2024;3;11;8;M;M1i;138;0;;64;1435;45
Ad;2024;3;11;9;M;M1i;138;0;;64;1530;45
Ad;2024;3;13;2;M;M3h;P109;0;;353;855;45
Ad;2024;3;13;3;M;M1i;P109;0;;64;1000;45
Ad;2024;3;13;4;M;M1i;P109;0;;64;1055;45
Ad;2024;3;13;6;M;F3a;221;0;;244;1245;45
Ad;2024;3;13;8;M;M3e;207;0;;329;1435;45
Ad;2024;3;13;9;M;M3e;207;0;;329;1530;45
Ad;2024;3;14;1;M;M3h;205;0;;353;800;45
Ad;2024;3;14;2;M;M3h;205;0;;353;855;45
Ad;2024;3;14;3;M;M3e;106;0;;329;1000;45
Ad;2024;3;14;6;M;F3c;223;0;;267;1245;45
Ad;2024;3;18;2;KS;M1i;P009;0;;360;855;45
Ad;2024;3;18;3;M;F3a;P009;0;;244;1000;45
Ad;2024;3;18;4;M;F3a;P009;0;;244;1055;45
Ad;2024;3;18;6;M;F3c;138;0;;267;1245;45
Ad;2024;3;18;7;M;F3c;138;0;;267;1340;45
Ad;2024;3;18;8;M;M1i;138;0;;64;1435;45
Ad;2024;3;18;9;M;M1i;138;0;;64;1530;45
Ad;2024;3;20;2;M;M3h;P109;0;;353;855;45
Ad;2024;3;20;3;M;M1i;P109;0;;64;1000;45
Ad;2024;3;20;4;M;M1i;P109;0;;64;1055;45
Ad;2024;3;20;6;M;F3a;221;0;;244;1245;45
Ad;2024;3;20;8;M;M3e;207;0;;329;1435;45
Ad;2024;3;20;9;M;M3e;207;0;;329;1530;45
Ad;2024;3;21;1;M;M3h;205;0;;353;800;45
Ad;2024;3;21;2;M;M3h;205;0;;353;855;45
Ad;2024;3;21;3;M;M3e;106;0;;329;1000;45
Ad;2024;3;21;6;M;F3c;223;0;;267;1245;45
Ad;2024;4;8;2;KS;M1i;P009;0;;360;855;45
Ad;2024;4;8;3;M;F3a;P009;0;;244;1000;45
Ad;2024;4;8;4;M;F3a;P009;0;;244;1055;45
Ad;2024;4;8;6;M;F3c;138;0;;267;1245;45
Ad;2024;4;8;7;M;F3c;138;0;;267;1340;45
Ad;2024;4;8;8;M;M1i;138;0;;64;1435;45
Ad;2024;4;8;9;M;M1i;138;0;;64;1530;45
Ad;2024;4;10;2;M;M3h;P109;0;;353;855;45
Ad;2024;4;10;3;M;M1i;P109;0;;64;1000;45
Ad;2024;4;10;4;M;M1i;P109;0;;64;1055;45
Ad;2024;4;10;6;M;F3a;221;0;;244;1245;45
Ad;2024;4;10;8;M;M3e;207;0;;329;1435;45
Ad;2024;4;10;9;M;M3e;207;0;;329;1530;45
Ad;2024;4;11;1;M;M3h;205;0;;353;800;45
Ad;2024;4;11;2;M;M3h;205;0;;353;855;45
Ad;2024;4;11;3;M;M3e;106;0;;329;1000;45
Ad;2024;4;11;6;M;F3c;223;0;;267;1245;45
Ad;2024;4;15;2;KS;M1i;P009;0;;360;855;45
Ad;2024;4;15;3;M;F3a;P009;0;;244;1000;45
Ad;2024;4;15;4;M;F3a;P009;0;;244;1055;45
Ad;2024;4;15;6;M;F3c;138;0;;267;1245;45
Ad;2024;4;15;7;M;F3c;138;0;;267;1340;45
Ad;2024;4;15;8;M;M1i;138;0;;64;1435;45
Ad;2024;4;15;9;M;M1i;138;0;;64;1530;45
Ad;2024;4;17;2;M;M3h;P109;0;;353;855;45
Ad;2024;4;17;3;M;M1i;P109;0;;64;1000;45
Ad;2024;4;17;4;M;M1i;P109;0;;64;1055;45
Ad;2024;4;17;6;M;F3a;221;0;;244;1245;45
Ad;2024;4;17;8;M;M3e;207;0;;329;1435;45
Ad;2024;4;17;9;M;M3e;207;0;;329;1530;45
Ad;2024;4;18;1;M;M3h;205;0;;353;800;45
Ad;2024;4;18;2;M;M3h;205;0;;353;855;45
Ad;2024;4;18;3;M;M3e;106;0;;329;1000;45
Ad;2024;4;18;6;M;F3c;223;0;;267;1245;45
Ad;2024;4;22;2;KS;M1i;P009;0;;360;855;45
Ad;2024;4;22;3;M;F3a;P009;0;;244;1000;45
Ad;2024;4;22;4;M;F3a;P009;0;;244;1055;45
Ad;2024;4;22;6;M;F3c;138;0;;267;1245;45
Ad;2024;4;22;7;M;F3c;138;0;;267;1340;45
Ad;2024;4;22;8;M;M1i;138;0;;64;1435;45
Ad;2024;4;22;9;M;M1i;138;0;;64;1530;45
Ad;2024;4;24;2;M;M3h;P109;0;;353;855;45
Ad;2024;4;24;3;M;M1i;P109;0;;64;1000;45
Ad;2024;4;24;4;M;M1i;P109;0;;64;1055;45
Ad;2024;4;24;6;M;F3a;221;0;;244;1245;45
Ad;2024;4;24;8;M;M3e;207;0;;329;1435;45
Ad;2024;4;24;9;M;M3e;207;0;;329;1530;45
Ad;2024;4;25;1;M;M3h;205;0;;353;800;45
Ad;2024;4;25;2;M;M3h;205;0;;353;855;45
Ad;2024;4;25;3;M;M3e;106;0;;329;1000;45
Ad;2024;4;25;6;M;F3c;223;0;;267;1245;45
Ad;2024;4;29;2;KS;M1i;P009;0;;360;855;45
Ad;2024;4;29;3;M;F3a;P009;0;;244;1000;45
Ad;2024;4;29;4;M;F3a;P009;0;;244;1055;45
Ad;2024;4;29;6;M;F3c;138;0;;267;1245;45
Ad;2024;4;29;7;M;F3c;138;0;;267;1340;45
Ad;2024;4;29;8;M;M1i;138;0;;64;1435;45
Ad;2024;4;29;9;M;M1i;138;0;;64;1530;45
Ad;2024;5;2;1;M;M3h;205;0;;353;800;45
Ad;2024;5;2;2;M;M3h;205;0;;353;855;45
